Joke ID,Joke,Used,Posted
799,"I thought my wife was joking when she said she'd leave me if I didn't stop signing ""I'm A Believer""... Then I saw her face.",FALSE,
800,"Dad, I'm hungry. Hello, Hungry. I'm Dad.",FALSE,
801,"In my career as a lumberjack I cut down exactly 52,487 trees. I know because I kept a log.",FALSE,
802,What do you call a fake noodle? An impasta.,FALSE,
803,"A girl once asked me what my heart desired, apparently blood, oxygen and neural messages were all wrong answers",FALSE,
804,"I knew I shouldn't steal a mixer from work, but it was a whisk I was willing to take.",FALSE,
805,What do you call a pile of cats?  A Meowtain.,FALSE,
806,What has a bed that you can’t sleep in? A river.,FALSE,
807,I think circles are pointless.,FALSE,
808,A beekeeper was indicted after he confessed to years of stealing at work. They charged him with emBEEzlement,FALSE,
809,A man tried to sell me a coffin today. I told him that's the last thing I need.,FALSE,
810,What happens to a frog's car when it breaks down? It gets toad.,FALSE,
811,Camping is intense.,FALSE,
812,"Doctor you've got you help me, I'm addicted to twitter. Doctor: I don't follow you.",FALSE,
813,Why was the shirt happy to hang around the tank top? Because it was armless,FALSE,
814,"If a child refuses to sleep during nap time, are they guilty of resisting a rest?",FALSE,
815,Why are fish so smart? Because they live in schools!,FALSE,
816,What is bread's favorite number?  Leaven.,FALSE,
817,"As I suspected, someone has been adding soil to my garden. The plot thickens.",FALSE,
818,"My boss told me that he was going to fire the person with the worst posture. I have a hunch, it might be me.",FALSE,
819,Velcro… What a rip-off.,FALSE,
820,I’m on a whiskey diet. I’ve lost three days already.,FALSE,
821,What do you call your friend who stands in a hole? Phil.,FALSE,
822,Why do you never see elephants hiding in trees? Because they're so good at it.,FALSE,
823,Milk is also the fastest liquid on earth – its pasteurized before you even see it,FALSE,
824,What do you get if you cross a turkey with a ghost? A poultry-geist!,FALSE,
825,Where does Fonzie like to go for lunch? Chick-Fil-Eyyyyyyyy.,FALSE,
826,What kind of tree fits in your hand? A palm tree!,FALSE,
827,Have you heard the story about the magic tractor? It drove down the road and turned into a field.,FALSE,
828,What do computers and air conditioners have in common? They both become useless when you open windows.,FALSE,
829,How many kids with ADD does it take to change a lightbulb? Let's go ride bikes!,FALSE,
830,What’s the longest word in the dictionary? Smiles. Because there’s a mile between the two S’s.,FALSE,
831,Dad I’m hungry’ … ‘Hi hungry I’m dad,FALSE,
832,Why don’t skeletons ever go trick or treating? Because they have nobody to go with.,FALSE,
833,What did the father tomato say to the baby tomato whilst on a family walk? Ketchup.,FALSE,
834,Why do bears have hairy coats? Fur protection.,FALSE,
835,Conjunctivitis.com – now that’s a site for sore eyes.,FALSE,
836,The best time on a clock is 6:30--hands down.,FALSE,
837,"As I get older, I think of all the people I lost along the way. Maybe a career as a tour guide wasn't such a good idea.",FALSE,
838,What did the dog say to the two trees? Bark bark.,FALSE,
839,A termite walks into a bar and asks “Is the bar tender here?”,FALSE,
840,What do you call a duck that gets all A's? A wise quacker.,FALSE,
841,Why should you never trust a pig with a secret? Because it's bound to squeal.,FALSE,
842,To the person who stole my anti-depressant pills: I hope you're happy now.,FALSE,
843,what happens when you cross a sheep with a kangaroo ? A woolly jumper!,FALSE,
